map_name,condition,circuit_id,leg_index,leg_m,start_lat,start_lon,end_lat,end_lon,pc1,pc2,decision_pressure,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,circuit_fitness
caen,B-handrail,e7cbdb18ab,6,118.5,49.202339,-0.37803,49.203401,-0.378204,-1.6948,-4.2756,0.2182,0.6594,0.0,0.5637,1.0,0.4951,0.0,0.2182,0.0,0.7508,0.0,81.8118
caen,B-handrail,e7cbdb18ab,7,110.0,49.203401,-0.378204,49.20258,-0.379054,3.1852,6.2606,0.7746,0.0,0.2418,0.1052,0.5577,0.0,0.2265,0.5556,0.0,0.1809,0.219,81.8118
caen,B-handrail,e7cbdb18ab,8,87.5,49.20258,-0.379054,49.203342,-0.379361,4.1642,-4.9275,0.293,0.0,0.0,0.644,0.3541,0.0,0.0,0.178,0.0,0.2842,0.115,81.8118
caen,B-handrail,e7cbdb18ab,9,91.6,49.203342,-0.379361,49.203234,-0.380614,7.502,-0.8409,0.6724,0.0,0.0121,0.1312,0.4676,0.0,0.0111,0.4396,0.0,0.1694,0.2328,81.8118
caen,B-handrail,e7cbdb18ab,10,98.6,49.203234,-0.380614,49.202665,-0.379569,-0.6508,2.2377,0.4066,0.0,0.288,0.5554,0.5239,0.0,0.192,0.2863,0.0,0.3904,0.1203,81.8118
caen,B-handrail,e7cbdb18ab,11,106.7,49.202665,-0.379569,49.201747,-0.379133,-6.2462,-1.637,0.1657,0.7486,0.1765,0.7183,1.0,0.6345,0.1004,0.1657,0.0,0.8475,0.0,81.8118
caen,B-handrail,e7cbdb18ab,12,157.1,49.201747,-0.379133,49.203043,-0.378259,-9.3282,7.9304,0.3434,0.5119,0.536,0.5789,0.9094,0.3894,0.3498,0.3234,0.0,0.6919,0.02,81.8118
caen,B-handrail,e7cbdb18ab,13,100.9,49.203043,-0.378259,49.202936,-0.376877,-4.2415,0.1063,0.2022,0.0,0.2998,0.6889,1.0,0.0,0.1759,0.2022,0.0,0.83,0.0,81.8118
caen,B-handrail,e7cbdb18ab,14,88.0,49.202936,-0.376877,49.202221,-0.377402,-2.4814,0.3286,0.273,0.0,0.2405,0.5598,1.0,0.0,0.1597,0.273,0.0,0.7482,0.0,81.8118
caen,B-handrail,e7cbdb18ab,15,82.9,49.202221,-0.377402,49.202401,-0.376292,-2.5988,1.6891,0.3101,0.0,0.3011,0.5899,0.8009,0.0,0.1945,0.2668,0.0,0.6151,0.0433,81.8118
caen,B-handrail,e7cbdb18ab,16,143.3,49.202401,-0.376292,49.201267,-0.375348,-6.2045,6.1538,0.3666,0.2529,0.4255,0.4857,1.0,0.1763,0.3015,0.3666,0.0,0.6969,0.0,81.8118
caen,B-handrail,e7cbdb18ab,17,269.6,49.201267,-0.375348,49.200555,-0.378902,-2.9559,-3.5405,0.2248,1.0,0.0,0.5503,0.9502,0.7418,0.0,0.2248,0.0,0.7049,0.0,81.8118
caen,B-handrail,e7cbdb18ab,18,263.4,49.200555,-0.378902,49.202594,-0.380761,-12.0583,7.1372,0.2786,1.0,0.5086,0.6307,1.0,0.7942,0.3161,0.2786,0.0,0.7942,0.0,81.8118
