map_name,circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h,n_unique_tags
cerisy,c57dd542f5,3,forest,1,438.2,24.8017,0.0005,0.1659,0.4226,0.6047,0.0003,0.1239,0.3366,0.0,0.3931,0.1216,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,2,381.5,24.8017,0.044,0.0,0.0,0.437,0.0,0.0,0.5,0.0,0.0,0.2815,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,3,853.6,24.8017,0.4347,0.1226,0.2792,1.0,0.2297,0.1021,0.4046,0.0,0.5284,0.0,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,4,303.4,24.8017,0.4029,0.2569,0.4658,1.0,0.275,0.1851,0.3357,0.0,0.6825,0.0,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,5,324.3,24.8017,0.5269,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,6,409.0,24.8017,1.0,0.0,0.0,0.5579,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,7,448.4,24.8017,0.8082,0.0,0.0,0.1364,0.0,0.0,0.5,0.0,0.0,0.0959,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,8,317.6,24.8017,0.5676,0.2055,0.969,0.4597,0.5588,0.086,0.0187,0.0,0.4526,0.0073,0.8702,0.2506,0.5064,0.5408,4
cerisy,c57dd542f5,3,forest,9,1114.4,24.8017,1.0,0.2695,0.9776,1.0,0.9887,0.1114,0.0142,0.0,0.9887,0.0,0.8702,0.2506,0.5064,0.5408,4
cerisy,1f18f2efd3,3,forest,0,333.9,48.7058,1.0,0.1731,1.0,0.2973,1.0,0.0693,0.0,0.0,0.2973,0.0,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,1,600.5,48.7058,0.9076,0.1505,0.0004,0.5606,0.018,0.1505,0.575,0.0,0.0111,0.0468,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,2,205.6,48.7058,0.3773,0.0904,0.9711,0.0916,0.3718,0.0377,0.0157,0.0,0.0903,0.0095,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,3,569.1,48.7058,0.1677,0.1777,1.0,0.2049,0.1677,0.0711,0.0,0.0,0.2049,0.0,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,4,299.2,48.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,5,201.1,48.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,6,676.4,48.7058,0.2605,0.2834,0.0,0.1977,0.0,0.2834,0.6417,0.0,0.0,0.4473,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,7,694.9,48.7058,1.0,0.2747,0.9811,1.0,0.9905,0.113,0.0121,0.0,0.9905,0.0,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,8,188.0,48.7058,0.4781,0.2548,0.2267,0.2291,0.2276,0.2201,0.4852,0.0,0.1091,0.2286,0.8702,0.1504,0.4956,0.4964,3
cerisy,1f18f2efd3,3,forest,9,832.9,48.7058,1.0,0.1757,0.309,1.0,0.5559,0.1431,0.4062,0.0,0.5559,0.0,0.8702,0.1504,0.4956,0.4964,3
cerisy,f2a3f61644,3,forest,0,742.4,-8.5098,0.9455,0.4785,1.0,1.0,0.9455,0.1914,0.0,0.0,1.0,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,1,388.9,-8.5098,0.2276,0.1082,0.0,1.0,0.0,0.1082,0.5541,0.0,0.0,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,2,343.4,-8.5098,0.5879,0.2967,1.0,0.9126,0.5879,0.1187,0.0,0.0,0.9126,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,3,354.0,-8.5098,0.672,0.0774,0.0,1.0,0.0,0.0774,0.5387,0.0,0.0,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,4,486.4,-8.5098,0.8368,0.3528,0.3891,1.0,0.522,0.2704,0.4132,0.0,0.6238,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,5,458.8,-8.5098,0.0,0.0,0.0,0.3773,0.0,0.0,0.5,0.0,0.0,0.3113,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,6,393.7,-8.5098,0.2827,0.1817,1.0,0.985,0.2827,0.0727,0.0,0.0,0.985,0.0,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,7,434.6,-8.5098,0.0273,0.0649,0.9453,0.8804,0.0266,0.0281,0.0291,0.0,0.856,0.0033,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,8,381.0,-8.5098,0.23,0.0,0.0031,0.3527,0.0127,0.0,0.4985,0.0,0.0195,0.3226,0.8702,0.1482,0.2613,0.5599,5
cerisy,f2a3f61644,3,forest,9,609.6,-8.5098,0.2233,0.1426,0.0,0.9192,0.0,0.1426,0.5713,0.0,0.0,0.0409,0.8702,0.1482,0.2613,0.5599,5
cerisy,066b4625c7,3,forest,0,963.8,55.0412,1.0,0.2882,0.4068,0.9236,0.6378,0.2179,0.3821,0.0,0.589,0.0,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,1,639.3,55.0412,1.0,0.0823,0.9365,0.0798,0.9677,0.0361,0.0344,0.0,0.0772,0.0,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,2,462.5,55.0412,0.0022,0.0,0.7867,0.0592,0.002,0.0,0.1067,0.0,0.0525,0.1003,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,3,79.1,55.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,4,153.1,55.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,5,169.6,55.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1501,0.755,0.5826,4
cerisy,066b4625c7,3,forest,6,304.3,55.0412,0.0,0.0,0.0,0.048,0.0,0.0,0.5,0.0,0.0,0.476,0.8702,0.1501,0.755,0.5826,4
