circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
53cebeb569,3,forest,0,124.6,36.9257,0.0,0.1528,0.0506,0.6654,0.0,0.1482,0.5472,0.0,0.1497,0.1669,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,1,395.6,36.9257,0.511,0.2711,0.0,1.0,0.0,0.2711,0.6355,0.0,0.0,0.0,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,2,721.6,36.9257,0.8689,0.17,0.8218,1.0,0.7877,0.0862,0.1042,0.0,0.9065,0.0,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,3,403.6,36.9257,0.2285,0.3714,0.869,0.2263,0.213,0.1777,0.0898,0.0,0.211,0.065,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,4,325.5,36.9257,0.0,0.0,0.0,0.0847,0.0,0.0,0.5,0.0,0.0,0.4577,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,5,531.9,36.9257,0.1098,0.0,0.0,0.838,0.0,0.0,0.5,0.0,0.0,0.081,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,6,404.0,36.9257,0.8111,0.1297,0.3767,1.0,0.4978,0.1004,0.3521,0.0,0.6137,0.0,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,7,507.4,36.9257,0.4665,0.2303,0.8192,1.0,0.4222,0.1171,0.1112,0.0,0.9051,0.0,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,8,535.0,36.9257,1.0,0.1848,0.4916,1.0,0.7012,0.1303,0.3012,0.0,0.7012,0.0,0.8702,0.1501,0.3498,0.5317
53cebeb569,3,forest,9,650.9,36.9257,0.4339,0.155,0.174,1.0,0.181,0.1388,0.477,0.0,0.4171,0.0,0.8702,0.1501,0.3498,0.5317
8c38b606c9,3,forest,0,662.0,12.446,1.0,0.2044,0.1352,1.0,0.3677,0.1878,0.5208,0.0,0.3677,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,1,698.7,12.446,1.0,0.125,0.0397,1.0,0.1993,0.122,0.5402,0.0,0.1993,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,2,147.9,12.446,0.1364,0.1352,0.1181,1.0,0.0469,0.1256,0.5006,0.0,0.3437,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,3,538.1,12.446,1.0,0.1425,0.9984,1.0,0.9992,0.0571,0.0009,0.0,0.9992,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,4,626.4,12.446,1.0,0.1602,0.8842,1.0,0.9403,0.0752,0.0672,0.0,0.9403,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,5,442.0,12.446,0.0686,0.095,0.3214,1.0,0.0389,0.0767,0.3715,0.0,0.5669,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,6,424.7,12.446,0.0,0.0,0.0,0.2017,0.0,0.0,0.5,0.0,0.0,0.3991,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,7,286.4,12.446,0.0339,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,8,403.7,12.446,0.3262,0.1171,0.6393,1.0,0.2608,0.0722,0.2015,0.0,0.7995,0.0,0.8702,0.1494,0.359,0.5701
8c38b606c9,3,forest,9,367.9,12.446,0.8142,0.2672,0.0002,1.0,0.0112,0.2672,0.6335,0.0,0.0138,0.0,0.8702,0.1494,0.359,0.5701
d783964afd,3,forest,0,419.9,3.2394,0.9688,0.2011,0.9447,1.0,0.9416,0.0871,0.0332,0.0,0.9719,0.0,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,1,729.1,3.2394,0.2947,0.253,0.0356,1.0,0.0556,0.2476,0.6042,0.0,0.1886,0.0,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,2,292.8,3.2394,0.0,0.0,0.0,0.6566,0.0,0.0,0.5,0.0,0.0,0.1717,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,3,411.6,3.2394,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,4,229.4,3.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,5,842.2,3.2394,0.0,0.0,0.0,0.0727,0.0,0.0,0.5,0.0,0.0,0.4637,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,6,186.1,3.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,7,1013.9,3.2394,0.1493,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,8,367.7,3.2394,0.9949,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2503,0.5215,0.6407
d783964afd,3,forest,9,508.5,3.2394,0.1823,0.2218,0.0556,1.0,0.043,0.2144,0.577,0.0,0.2357,0.0,0.8702,0.2503,0.5215,0.6407
a895079807,3,forest,0,127.0,28.2914,0.1854,0.0,0.8718,0.2256,0.1731,0.0,0.0641,0.0,0.2106,0.0496,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,1,449.2,28.2914,0.4504,0.1815,0.0068,1.0,0.0371,0.1807,0.5867,0.0,0.0823,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,2,340.2,28.2914,0.1451,0.28,0.4506,1.0,0.0974,0.2043,0.3516,0.0,0.6713,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,3,420.5,28.2914,0.3043,0.0,1.0,1.0,0.3043,0.0,0.0,0.0,1.0,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,4,876.0,28.2914,0.9922,0.0727,0.0,1.0,0.0,0.0727,0.5363,0.0,0.0,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,5,347.3,28.2914,0.6588,0.0279,0.2636,0.8011,0.3383,0.0235,0.3785,0.0,0.4113,0.0736,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,6,861.2,28.2914,1.0,0.0757,0.3156,1.0,0.5618,0.0613,0.3681,0.0,0.5618,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,7,860.2,28.2914,0.7987,0.2061,0.0,1.0,0.0,0.2061,0.6031,0.0,0.0,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,8,311.9,28.2914,0.2298,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2523,0.5054,0.8428
a895079807,3,forest,9,415.6,28.2914,0.3949,0.1432,0.4433,1.0,0.2629,0.1051,0.3182,0.0,0.6658,0.0,0.8702,0.2523,0.5054,0.8428
e8ff407af7,3,forest,0,697.7,-0.4525,0.8081,0.2493,0.0512,1.0,0.1828,0.2416,0.5927,0.0,0.2262,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,1,402.5,-0.4525,0.0955,0.0,0.9976,1.0,0.0953,0.0,0.0012,0.0,0.9988,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,2,341.6,-0.4525,0.4631,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,3,541.8,-0.4525,0.5938,0.2623,0.9128,1.0,0.5673,0.1186,0.055,0.0,0.9554,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,4,506.9,-0.4525,0.6824,0.3479,0.0,1.0,0.0,0.3479,0.674,0.0,0.0,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,5,239.0,-0.4525,0.5462,0.0698,0.6293,1.0,0.4333,0.0435,0.1983,0.0,0.7933,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,6,281.5,-0.4525,0.4991,0.1807,0.9321,1.0,0.4819,0.0796,0.0401,0.0,0.9655,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,7,412.1,-0.4525,0.7185,0.0349,0.3781,1.0,0.4418,0.0269,0.3218,0.0,0.6149,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,8,1070.9,-0.4525,1.0,0.0837,0.0,1.0,0.0,0.0837,0.5418,0.0,0.0,0.0,0.8702,0.2503,0.4581,0.4485
e8ff407af7,3,forest,9,507.4,-0.4525,0.5167,0.1338,0.7194,1.0,0.4383,0.076,0.1591,0.0,0.8482,0.0,0.8702,0.2503,0.4581,0.4485
8b188bdbca,3,forest,0,290.7,47.7401,0.5345,0.3209,0.3325,1.0,0.3082,0.2569,0.4408,0.0,0.5766,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,1,346.2,47.7401,0.0802,0.2563,0.0089,1.0,0.0076,0.2549,0.6225,0.0,0.0945,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,2,256.6,47.7401,0.5054,0.0585,0.6309,1.0,0.4015,0.0364,0.1953,0.0,0.7943,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,3,1085.2,47.7401,0.2583,0.0569,0.0,1.0,0.0,0.0569,0.5284,0.0,0.0,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,4,385.9,47.7401,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,5,888.7,47.7401,0.075,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,6,675.7,47.7401,0.3698,0.326,0.0,1.0,0.0,0.326,0.663,0.0,0.0,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,7,345.7,47.7401,0.2609,0.0,0.0007,1.0,0.007,0.0,0.4996,0.0,0.0268,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,8,176.3,47.7401,0.1508,0.0,1.0,0.0,0.1508,0.0,0.0,0.0,0.0,0.0,0.8702,0.2501,0.5639,0.7996
8b188bdbca,3,forest,9,549.4,47.7401,0.4416,0.0647,0.031,1.0,0.0777,0.0634,0.5158,0.0,0.1761,0.0,0.8702,0.2501,0.5639,0.7996
6e3122bb6c,3,forest,0,443.9,39.6307,0.4444,0.0841,0.2304,1.0,0.2133,0.0725,0.4171,0.0,0.48,0.0,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,1,243.7,39.6307,0.0514,0.1446,0.271,0.4926,0.0268,0.1211,0.4172,0.0,0.2564,0.1985,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,2,552.3,39.6307,0.6469,0.2555,0.9994,0.1418,0.6467,0.1023,0.0004,0.0,0.1418,0.0001,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,3,578.2,39.6307,0.4459,0.1801,0.0,0.6274,0.0,0.1801,0.59,0.0,0.0,0.1988,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,4,1039.3,39.6307,0.3543,0.0,0.3437,1.0,0.2077,0.0,0.3281,0.0,0.5863,0.0,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,5,181.0,39.6307,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,6,320.8,39.6307,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,7,449.2,39.6307,0.0,0.0,0.0,0.0256,0.0,0.0,0.5,0.0,0.0,0.4872,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,8,447.5,39.6307,0.6269,0.0,0.0,0.1033,0.0,0.0,0.5,0.0,0.0,0.1866,0.8702,0.2506,0.4767,0.6534
6e3122bb6c,3,forest,9,746.8,39.6307,0.439,0.1998,0.0,1.0,0.0,0.1998,0.5999,0.0,0.0,0.0,0.8702,0.2506,0.4767,0.6534
e5bf847969,3,forest,0,362.4,47.7879,0.9318,0.2961,0.1131,1.0,0.3134,0.276,0.5747,0.0,0.3363,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,1,587.9,47.7879,0.852,0.0953,0.2947,1.0,0.4625,0.0784,0.3863,0.0,0.5429,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,2,322.6,47.7879,0.1686,0.1027,0.6794,1.0,0.139,0.0608,0.1767,0.0,0.8243,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,3,855.1,47.7879,1.0,0.1601,0.9644,1.0,0.982,0.0675,0.0207,0.0,0.982,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,4,387.0,47.7879,0.0267,0.2822,0.0016,1.0,0.0011,0.2819,0.6401,0.0,0.0402,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,5,206.8,47.7879,0.0,0.0,0.0,0.2929,0.0,0.0,0.5,0.0,0.0,0.3535,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,6,327.9,47.7879,0.1068,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,7,176.1,47.7879,0.0962,0.0,0.5926,0.123,0.0741,0.0,0.2037,0.0,0.0947,0.1786,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,8,456.9,47.7879,0.6218,0.144,0.1913,1.0,0.272,0.1275,0.4626,0.0,0.4374,0.0,0.8702,0.1509,0.5235,0.4751
e5bf847969,3,forest,9,920.8,47.7879,1.0,0.1133,0.0,1.0,0.0,0.1133,0.5566,0.0,0.0,0.0,0.8702,0.1509,0.5235,0.4751
b0171137b6,3,forest,0,243.5,26.9128,0.9286,0.0906,0.1163,1.0,0.3167,0.0842,0.4819,0.0,0.3411,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,1,619.8,26.9128,0.3485,0.3465,0.5532,1.0,0.2592,0.2315,0.3008,0.0,0.7437,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,2,481.2,26.9128,0.8295,0.2043,0.0,1.0,0.0,0.2043,0.6021,0.0,0.0,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,3,372.1,26.9128,0.4091,0.1104,0.0849,0.3899,0.1192,0.1048,0.5081,0.0,0.1136,0.288,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,4,390.6,26.9128,0.3296,0.0,0.742,1.0,0.2839,0.0,0.129,0.0,0.8614,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,5,467.8,26.9128,0.3981,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,6,382.6,26.9128,0.4607,0.0581,1.0,0.4135,0.4607,0.0233,0.0,0.0,0.4135,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,7,370.9,26.9128,0.3897,0.2518,0.0528,1.0,0.0895,0.2438,0.5928,0.0,0.2298,0.0,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,8,240.8,26.9128,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1494,0.4717,0.7039
b0171137b6,3,forest,9,1028.1,26.9128,0.2748,0.1875,0.0,1.0,0.0,0.1875,0.5938,0.0,0.0,0.0,0.8702,0.1494,0.4717,0.7039
08b0dea97c,3,forest,0,408.9,41.9999,0.3787,0.1874,0.1517,1.0,0.1475,0.1704,0.5037,0.0,0.3894,0.0,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,1,735.9,41.9999,0.818,0.0,0.9206,0.428,0.7848,0.0,0.0397,0.0,0.4106,0.0072,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,2,321.3,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,3,554.5,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,4,398.5,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,5,319.4,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,6,444.1,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,7,362.1,41.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,8,505.5,41.9999,0.2331,0.3202,0.0,0.0383,0.0,0.3202,0.6601,0.0,0.0,0.4776,0.8702,0.1312,0.2634,0.5609
08b0dea97c,3,forest,9,474.7,41.9999,0.2514,0.1618,0.0,1.0,0.0,0.1618,0.5809,0.0,0.0,0.0,0.8702,0.1312,0.2634,0.5609
ee2048a536,3,forest,0,761.4,42.8985,1.0,0.1564,0.826,1.0,0.9089,0.0789,0.1006,0.0,0.9089,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,1,453.4,42.8985,0.0,0.0,0.0,0.2756,0.0,0.0,0.5,0.0,0.0,0.3622,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,2,192.7,42.8985,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,3,736.0,42.8985,0.3028,0.2043,0.0,1.0,0.0,0.2043,0.6021,0.0,0.0,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,4,314.4,42.8985,0.1427,0.3162,0.7553,1.0,0.124,0.1729,0.161,0.0,0.8691,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,5,411.6,42.8985,1.0,0.2259,0.9861,1.0,0.993,0.0922,0.0085,0.0,0.993,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,6,571.6,42.8985,1.0,0.1582,0.9999,1.0,1.0,0.0633,0.0,0.0,1.0,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,7,612.8,42.8985,0.3353,0.117,0.0448,1.0,0.071,0.1139,0.5335,0.0,0.2117,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,8,296.7,42.8985,0.2253,0.1137,0.3486,1.0,0.133,0.09,0.3627,0.0,0.5904,0.0,0.8702,0.2504,0.3713,0.5725
ee2048a536,3,forest,9,651.0,42.8985,0.6677,0.0774,0.0401,1.0,0.1337,0.0756,0.5171,0.0,0.2003,0.0,0.8702,0.2504,0.3713,0.5725
96179344ae,3,forest,0,477.9,43.7987,0.3891,0.2076,0.1651,1.0,0.1581,0.187,0.5041,0.0,0.4063,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,1,250.4,43.7987,0.2481,0.1233,0.29,1.0,0.1336,0.1019,0.3988,0.0,0.5385,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,2,586.1,43.7987,0.615,0.149,0.8185,1.0,0.5564,0.0758,0.1043,0.0,0.9047,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,3,759.0,43.7987,0.2199,0.1756,0.7218,1.0,0.1869,0.0995,0.1635,0.0,0.8496,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,4,255.0,43.7987,0.0,0.0,0.0,0.0622,0.0,0.0,0.5,0.0,0.0,0.4689,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,5,780.7,43.7987,0.425,0.1039,0.0,1.0,0.0,0.1039,0.5519,0.0,0.0,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,6,310.0,43.7987,0.0,0.0613,0.938,1.0,0.0,0.0268,0.0329,0.0,0.9685,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,7,415.9,43.7987,0.0028,0.2088,0.0,1.0,0.0,0.2088,0.6044,0.0,0.0,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,8,454.2,43.7987,0.1556,0.0817,0.7521,1.0,0.1349,0.0448,0.1341,0.0,0.8672,0.0,0.8702,0.2533,0.3844,0.6679
96179344ae,3,forest,9,723.7,43.7987,0.6271,0.0741,0.9113,1.0,0.5987,0.0336,0.0477,0.0,0.9546,0.0,0.8702,0.2533,0.3844,0.6679
c1e141422c,3,forest,0,909.3,-27.2743,1.0,0.101,0.1389,1.0,0.3726,0.0925,0.474,0.0,0.3726,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,1,422.6,-27.2743,0.1132,0.0633,0.0337,1.0,0.0208,0.0621,0.5138,0.0,0.1836,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,2,214.8,-27.2743,0.0,0.0,0.0,0.1783,0.0,0.0,0.5,0.0,0.0,0.4108,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,3,637.0,-27.2743,0.2516,0.1036,0.0,1.0,0.0,0.1036,0.5518,0.0,0.0,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,4,414.9,-27.2743,0.2835,0.1555,0.3747,1.0,0.1735,0.1205,0.3613,0.0,0.6121,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,5,286.9,-27.2743,0.2801,0.1329,0.4534,1.0,0.1886,0.0968,0.3096,0.0,0.6734,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,6,514.9,-27.2743,1.0,0.0255,0.8817,1.0,0.939,0.012,0.0606,0.0,0.939,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,7,181.7,-27.2743,0.0556,0.0503,0.4233,1.0,0.0362,0.0375,0.3029,0.0,0.6506,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,8,420.7,-27.2743,0.0029,0.0734,0.0139,1.0,0.0003,0.0728,0.5292,0.0,0.1179,0.0,0.8702,0.2515,0.5237,0.4759
c1e141422c,3,forest,9,1003.2,-27.2743,0.8944,0.0893,0.2884,1.0,0.4803,0.0738,0.3876,0.0,0.537,0.0,0.8702,0.2515,0.5237,0.4759
6f5851747f,3,forest,0,553.0,29.9054,1.0,0.0785,0.962,1.0,0.9808,0.0332,0.0205,0.0,0.9808,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,1,414.8,29.9054,1.0,0.1442,0.5978,1.0,0.7732,0.0925,0.2301,0.0,0.7732,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,2,511.7,29.9054,0.1433,0.2344,0.736,1.0,0.1229,0.1309,0.163,0.0,0.8579,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,3,408.3,29.9054,0.347,0.2227,0.819,1.0,0.314,0.1132,0.1106,0.0,0.905,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,4,384.1,29.9054,0.0,0.0,0.746,1.0,0.0,0.0,0.127,0.0,0.8637,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,5,83.7,29.9054,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,6,83.7,29.9054,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,7,547.6,29.9054,0.0139,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,8,335.0,29.9054,0.0011,0.0,0.8688,0.8074,0.001,0.0,0.0656,0.0,0.7525,0.0126,0.8702,0.0672,0.5516,0.4444
6f5851747f,3,forest,9,947.1,29.9054,1.0,0.1197,0.0,1.0,0.0,0.1197,0.5599,0.0,0.0,0.0,0.8702,0.0672,0.5516,0.4444
7518674c23,3,forest,0,170.7,24.625,0.4247,0.0,0.9959,1.0,0.4238,0.0,0.002,0.0,0.998,0.0,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,1,640.5,24.625,1.0,0.2213,0.9705,1.0,0.9851,0.0924,0.018,0.0,0.9851,0.0,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,2,289.2,24.625,0.0,0.0,0.0,0.5375,0.0,0.0,0.5,0.0,0.0,0.2312,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,3,873.4,24.625,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,4,259.1,24.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,5,426.8,24.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,6,668.8,24.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,7,1165.6,24.625,0.1273,0.1555,0.0,1.0,0.0,0.1555,0.5778,0.0,0.0,0.0,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,8,318.1,24.625,0.0,0.0961,0.329,1.0,0.0,0.0771,0.3678,0.0,0.5735,0.0,0.8702,0.2508,0.6243,0.597
7518674c23,3,forest,9,190.8,24.625,0.7042,0.1105,0.4397,1.0,0.467,0.0814,0.3111,0.0,0.6631,0.0,0.8702,0.2508,0.6243,0.597
b2513b2386,3,forest,0,552.0,46.0957,1.0,0.0991,0.5602,1.0,0.7484,0.0658,0.2417,0.0,0.7484,0.0,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,1,360.8,46.0957,0.3214,0.0847,0.163,1.0,0.1298,0.0764,0.4539,0.0,0.4038,0.0,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,2,675.3,46.0957,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,3,214.0,46.0957,0.0,0.0,0.3994,0.8798,0.0,0.0,0.3003,0.0661,0.556,0.0361,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,4,144.7,46.0957,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,5,512.1,46.0957,0.0,0.2792,0.0,1.0,0.0,0.2792,0.6396,0.0,0.0,0.0,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,6,525.4,46.0957,0.6979,0.2056,0.5981,1.0,0.5397,0.1318,0.2423,0.0,0.7734,0.0,0.8702,0.1499,0.3462,0.5166
b2513b2386,3,forest,7,541.8,46.0957,1.0,0.1075,0.9792,1.0,0.9895,0.0444,0.0115,0.0,0.9895,0.0,0.8702,0.1499,0.3462,0.5166
