circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
e352205247,4,forest,12,442.9,28.2873,0.5255,0.0881,0.7065,1.0,0.4417,0.0508,0.1597,0.0,0.8405,0.0,0.8702,0.0513,0.4673,0.482
e352205247,4,forest,13,273.1,28.2873,1.0,0.249,0.4607,1.0,0.6788,0.1802,0.3368,0.0,0.6788,0.0,0.8702,0.0513,0.4673,0.482
839c629de5,4,forest,0,291.2,26.5089,1.0,0.1094,0.248,1.0,0.498,0.0931,0.4171,0.0,0.498,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,1,202.4,26.5089,0.62,0.2026,0.0488,1.0,0.1369,0.1967,0.572,0.0,0.2208,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,2,994.3,26.5089,0.6067,0.1847,0.0057,1.0,0.0459,0.1841,0.589,0.0,0.0756,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,3,499.5,26.5089,0.0,0.0,0.0,0.7672,0.0,0.0,0.5,0.0,0.0,0.1164,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,4,582.6,26.5089,0.1266,0.0974,0.0,1.0,0.0,0.0974,0.5487,0.0,0.0,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,5,473.6,26.5089,0.1913,0.1284,0.6435,1.0,0.1534,0.0788,0.2012,0.0,0.8022,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,6,330.5,26.5089,0.3297,0.2088,0.9375,1.0,0.3192,0.0913,0.0378,0.0,0.9682,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,7,500.0,26.5089,0.2827,0.1639,0.9998,1.0,0.2826,0.0656,0.0001,0.0,0.9999,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,8,876.8,26.5089,1.0,0.0942,0.444,1.0,0.6664,0.0691,0.3042,0.0,0.6664,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,9,348.7,26.5089,1.0,0.2765,0.1334,1.0,0.3652,0.2544,0.5531,0.0,0.3652,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,10,671.9,26.5089,1.0,0.1449,0.9887,1.0,0.9943,0.0589,0.0065,0.0,0.9943,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,11,513.8,26.5089,0.6074,0.1287,0.619,1.0,0.4779,0.0809,0.215,0.0,0.7868,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,12,523.5,26.5089,1.0,0.1104,0.9912,1.0,0.9956,0.0447,0.0049,0.0,0.9956,0.0,0.8702,0.1493,0.4785,0.6431
839c629de5,4,forest,13,87.0,26.5089,0.0,0.0879,0.6237,1.0,0.0,0.055,0.2047,0.0,0.7898,0.0,0.8702,0.1493,0.4785,0.6431
1a4c98f4c2,4,forest,0,1144.6,-6.8053,0.4362,0.2197,0.1534,1.0,0.1709,0.1994,0.5163,0.0,0.3917,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,1,535.9,-6.8053,0.1571,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,2,530.9,-6.8053,0.1432,0.0,0.275,1.0,0.0751,0.0,0.3625,0.0,0.5244,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,3,497.2,-6.8053,0.0,0.0472,0.0,1.0,0.0,0.0472,0.5236,0.0,0.0,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,4,246.4,-6.8053,0.0232,0.1618,0.7597,1.0,0.0202,0.0881,0.1396,0.0,0.8716,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,5,622.0,-6.8053,0.4648,0.0955,0.9387,1.0,0.4503,0.0417,0.0336,0.0,0.9689,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,6,441.8,-6.8053,1.0,0.1371,0.5777,1.0,0.7601,0.0896,0.2401,0.0,0.7601,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,7,572.9,-6.8053,0.4724,0.143,0.2743,1.0,0.2474,0.1195,0.4147,0.0,0.5238,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,8,286.7,-6.8053,0.0,0.3898,0.5428,1.0,0.0,0.2629,0.3177,0.0,0.7367,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,9,636.7,-6.8053,1.0,0.062,0.645,1.0,0.8031,0.038,0.1885,0.0,0.8031,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,10,238.8,-6.8053,0.0067,0.0212,0.0333,1.0,0.0012,0.0208,0.4936,0.0,0.1824,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,11,282.5,-6.8053,0.1862,0.0918,0.3843,1.0,0.1154,0.0707,0.3361,0.0,0.6199,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,12,472.9,-6.8053,0.5783,0.0632,0.6529,1.0,0.4673,0.0384,0.1845,0.0,0.808,0.0,0.8702,0.1415,0.4604,0.667
1a4c98f4c2,4,forest,13,339.9,-6.8053,1.0,0.1211,0.9731,1.0,0.9865,0.0504,0.0151,0.0,0.9865,0.0,0.8702,0.1415,0.4604,0.667
d12e750cfb,4,forest,0,725.2,79.8578,0.311,0.1427,0.4737,1.0,0.214,0.1021,0.3007,0.0,0.6882,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,1,362.5,79.8578,0.2073,0.2061,0.5637,1.0,0.1556,0.1364,0.2631,0.0,0.7508,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,2,123.0,79.8578,0.0321,0.0266,0.0509,1.0,0.0073,0.0258,0.4872,0.0,0.2257,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,3,361.7,79.8578,0.1942,0.0575,0.7932,1.0,0.173,0.0301,0.1094,0.0,0.8906,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,4,367.1,79.8578,0.0468,0.1674,0.1219,1.0,0.0163,0.1551,0.5125,0.0,0.3492,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,5,546.7,79.8578,0.274,0.1586,0.3913,1.0,0.1714,0.1214,0.3526,0.0,0.6255,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,6,152.6,79.8578,0.1724,0.0,0.5376,0.7175,0.1264,0.0,0.2312,0.0,0.5261,0.0653,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,7,341.6,79.8578,0.8804,0.2026,0.2649,1.0,0.4532,0.1704,0.442,0.0,0.5147,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,8,116.4,79.8578,0.016,0.122,0.3137,0.9689,0.009,0.099,0.385,0.0,0.5426,0.0107,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,9,396.9,79.8578,0.3026,0.0993,0.1946,1.0,0.1335,0.0877,0.4427,0.0,0.4411,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,10,494.5,79.8578,0.3796,0.1842,0.0,1.0,0.0,0.1842,0.5921,0.0,0.0,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,11,972.2,79.8578,1.0,0.1718,0.0338,1.0,0.184,0.1683,0.5661,0.0,0.184,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,12,479.1,79.8578,0.3563,0.1369,0.7233,1.0,0.303,0.0775,0.1573,0.0,0.8505,0.0,0.8702,0.0158,0.5293,0.4825
d12e750cfb,4,forest,13,655.6,79.8578,0.6087,0.1456,0.0513,1.0,0.1378,0.1411,0.5434,0.0,0.2264,0.0,0.8702,0.0158,0.5293,0.4825
d01d745c6d,5,forest,0,433.7,54.337,0.3078,0.1405,0.7758,1.0,0.2711,0.0751,0.1279,0.0,0.8808,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,1,731.4,54.337,0.7441,0.2063,0.0,1.0,0.0,0.2063,0.6031,0.0,0.0,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,2,429.5,54.337,0.5104,0.0986,0.9345,1.0,0.4934,0.0433,0.036,0.0,0.9667,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,3,540.0,54.337,1.0,0.1314,0.995,1.0,0.9975,0.0529,0.0028,0.0,0.9975,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,4,775.3,54.337,0.8345,0.1423,0.8148,1.0,0.7533,0.0727,0.1058,0.0,0.9027,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,5,373.0,54.337,0.256,0.0871,0.1441,1.0,0.0972,0.0795,0.4652,0.0,0.3796,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,6,638.6,54.337,0.4815,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,7,645.3,54.337,1.0,0.1693,0.0,1.0,0.0,0.1693,0.5846,0.0,0.0,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,8,523.1,54.337,1.0,0.0973,0.5349,1.0,0.7314,0.0661,0.2552,0.0,0.7314,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,9,442.5,54.337,0.8607,0.1035,0.0429,1.0,0.1783,0.1008,0.5281,0.0,0.2072,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,10,669.9,54.337,1.0,0.2962,0.4675,1.0,0.6837,0.2131,0.3451,0.0,0.6837,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,11,423.4,54.337,0.947,0.0335,0.7492,1.0,0.8197,0.0185,0.1296,0.0,0.8656,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,12,789.1,54.337,1.0,0.1451,0.6788,1.0,0.8239,0.086,0.1839,0.0,0.8239,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,13,367.5,54.337,0.8097,0.0994,0.0119,1.0,0.0883,0.0987,0.5432,0.0,0.1091,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,14,455.7,54.337,0.8474,0.229,0.7876,1.0,0.752,0.1208,0.1305,0.0,0.8875,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,15,285.4,54.337,0.688,0.1113,0.6157,1.0,0.5399,0.0702,0.2136,0.0,0.7846,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,16,264.4,54.337,0.8924,0.0,0.9994,1.0,0.8921,0.0,0.0003,0.0,0.9997,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,17,1421.3,54.337,1.0,0.1549,0.0068,1.0,0.0826,0.1542,0.5735,0.0,0.0826,0.0,0.8702,0.1484,0.4975,0.5436
d01d745c6d,5,forest,18,126.5,54.337,0.0,0.1364,0.8671,1.0,0.0,0.0654,0.0755,0.0,0.9312,0.0,0.8702,0.1484,0.4975,0.5436
a05bf3da8d,5,forest,0,625.4,-22.0768,0.6321,0.0443,0.9962,1.0,0.6309,0.0178,0.002,0.0,0.9981,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,1,512.9,-22.0768,0.0,0.0,0.0,0.8007,0.0,0.0,0.5,0.0,0.0,0.0996,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,2,432.3,-22.0768,0.0,0.0,0.0,0.9265,0.0,0.0,0.5,0.0,0.0,0.0367,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,3,339.4,-22.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,4,114.4,-22.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,5,251.6,-22.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,6,235.6,-22.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,7,439.1,-22.0768,0.0,0.0,0.0,0.4833,0.0,0.0,0.5,0.0,0.0,0.2583,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,8,915.3,-22.0768,0.334,0.0859,0.0,1.0,0.0,0.0859,0.543,0.0,0.0,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,9,931.7,-22.0768,1.0,0.1287,0.9815,1.0,0.9907,0.0529,0.0104,0.0,0.9907,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,10,428.3,-22.0768,0.048,0.1164,0.2994,1.0,0.0263,0.0955,0.3911,0.0,0.5471,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,11,597.3,-22.0768,0.2547,0.0938,0.503,1.0,0.1807,0.0655,0.2718,0.0,0.7092,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,12,200.6,-22.0768,0.0,0.155,0.2925,1.0,0.0,0.1278,0.4086,0.0,0.5408,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,13,494.1,-22.0768,0.0898,0.1507,0.1435,1.0,0.034,0.1377,0.4928,0.0,0.3788,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,14,722.7,-22.0768,0.4727,0.1194,0.1736,1.0,0.197,0.107,0.4625,0.0,0.4167,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,15,895.4,-22.0768,0.7221,0.2157,0.8802,1.0,0.6774,0.1018,0.0728,0.0,0.9382,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,16,574.4,-22.0768,0.4587,0.1366,0.8356,1.0,0.4193,0.0681,0.0934,0.0,0.9141,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,17,388.0,-22.0768,0.1807,0.3023,0.1504,1.0,0.0701,0.275,0.5532,0.0,0.3878,0.0,0.8702,0.0703,0.4565,0.5681
a05bf3da8d,5,forest,18,534.4,-22.0768,1.0,0.0755,0.0,1.0,0.0,0.0755,0.5377,0.0,0.0,0.0,0.8702,0.0703,0.4565,0.5681
792d080b4a,5,forest,0,800.6,17.3323,1.0,0.059,0.9786,1.0,0.9892,0.0244,0.0113,0.0,0.9892,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,1,598.5,17.3323,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,2,510.9,17.3323,0.0,0.0,0.0,0.6923,0.0,0.0,0.5,0.0,0.0,0.1538,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,3,85.3,17.3323,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,4,950.1,17.3323,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,5,836.3,17.3323,0.7285,0.0915,0.0,1.0,0.0,0.0915,0.5458,0.0,0.0,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,6,450.4,17.3323,0.6533,0.1315,0.5041,1.0,0.4639,0.0917,0.2805,0.0,0.71,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,7,581.8,17.3323,0.554,0.1326,0.4344,1.0,0.3651,0.098,0.3203,0.0,0.6591,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,8,242.2,17.3323,0.9351,0.3835,0.9101,1.0,0.8921,0.1741,0.0622,0.0,0.954,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,9,638.6,17.3323,0.0586,0.1062,0.2736,1.0,0.0306,0.0888,0.4018,0.0,0.5231,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,10,514.1,17.3323,0.7384,0.1004,0.5602,1.0,0.5527,0.0666,0.242,0.0,0.7485,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,11,406.3,17.3323,0.2461,0.2699,0.6105,1.0,0.1923,0.171,0.2473,0.0,0.7813,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,12,307.2,17.3323,0.0,0.0,0.0,0.7046,0.0,0.0,0.5,0.0,0.0,0.1477,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,13,160.8,17.3323,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,14,166.7,17.3323,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,15,264.0,17.3323,0.0045,0.0,0.0,0.1159,0.0,0.0,0.5,0.0,0.0,0.442,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,16,463.2,17.3323,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,17,710.6,17.3323,0.4435,0.2043,0.0,1.0,0.0,0.2043,0.6022,0.0,0.0,0.0,0.8702,0.0594,0.4959,0.6367
792d080b4a,5,forest,18,846.7,17.3323,0.7491,0.1235,0.5083,1.0,0.5341,0.0858,0.2762,0.0,0.7129,0.0,0.8702,0.0594,0.4959,0.6367
230fbf160c,5,forest,0,897.9,51.2996,0.0566,0.0881,0.7436,1.0,0.0488,0.0488,0.1395,0.0,0.8623,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,1,629.6,51.2996,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,2,483.9,51.2996,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,3,183.5,51.2996,0.1239,0.0371,0.0,0.6688,0.0,0.0371,0.5185,0.0,0.0,0.1676,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,4,200.1,51.2996,0.0,0.191,0.3379,1.0,0.0,0.1523,0.3943,0.0,0.5813,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,5,411.1,51.2996,0.2267,0.1984,0.0,1.0,0.0,0.1984,0.5992,0.0,0.0,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,6,236.6,51.2996,0.8461,0.2874,0.9851,1.0,0.8398,0.1175,0.0096,0.0,0.9925,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,7,128.6,51.2996,0.0,0.0,0.0,0.0393,0.0,0.0,0.5,0.0,0.0,0.4803,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,8,386.9,51.2996,0.9835,0.1236,0.0,1.0,0.0,0.1236,0.5618,0.0,0.0,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,9,418.5,51.2996,1.0,0.1456,0.7526,1.0,0.8675,0.0799,0.1417,0.0,0.8675,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,10,678.6,51.2996,0.3905,0.2265,0.6333,1.0,0.3108,0.1404,0.2249,0.0,0.7958,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,11,801.6,51.2996,0.5472,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,12,291.9,51.2996,0.0,0.1733,0.5572,1.0,0.0,0.1153,0.2598,0.0,0.7464,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,13,968.6,51.2996,0.9303,0.133,0.7125,1.0,0.7852,0.0761,0.1629,0.0,0.8441,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,14,464.3,51.2996,1.0,0.0957,0.3736,1.0,0.6112,0.0742,0.3432,0.0,0.6112,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,15,403.0,51.2996,0.9197,0.1378,0.7654,1.0,0.8046,0.0745,0.1335,0.0,0.8749,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,16,561.2,51.2996,1.0,0.134,0.5653,1.0,0.7519,0.0886,0.2465,0.0,0.7519,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,17,513.9,51.2996,1.0,0.3093,0.1439,1.0,0.3793,0.2826,0.5604,0.0,0.3793,0.0,0.8702,0.069,0.4989,0.7773
230fbf160c,5,forest,18,961.6,51.2996,1.0,0.1342,0.4109,1.0,0.641,0.1011,0.3341,0.0,0.641,0.0,0.8702,0.069,0.4989,0.7773
1dc5ee5c61,5,forest,0,399.4,4.139,1.0,0.1025,0.5399,1.0,0.7348,0.0693,0.2536,0.0,0.7348,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,1,939.6,4.139,1.0,0.126,0.9527,1.0,0.9761,0.054,0.0266,0.0,0.9761,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,2,353.8,4.139,0.4347,0.0422,1.0,1.0,0.4347,0.0169,0.0,0.0,1.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,3,435.0,4.139,0.1583,0.0756,0.4932,1.0,0.1112,0.0532,0.2726,0.0,0.7023,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,4,531.2,4.139,0.0714,0.144,0.1148,1.0,0.0242,0.1341,0.5063,0.0,0.3389,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,5,824.5,4.139,0.5143,0.1315,0.0,1.0,0.0,0.1315,0.5657,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,6,512.5,4.139,0.4761,0.1618,0.3552,1.0,0.2837,0.1273,0.3746,0.0,0.596,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,7,409.6,4.139,0.3352,0.3183,0.2741,1.0,0.1755,0.2659,0.4785,0.0,0.5235,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,8,634.5,4.139,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,9,256.7,4.139,0.0,0.0,0.0,0.047,0.0,0.0,0.5,0.0,0.0,0.4765,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,10,423.6,4.139,0.6368,0.393,0.0,1.0,0.0,0.393,0.6965,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,11,145.0,4.139,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,12,695.6,4.139,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,13,433.6,4.139,0.0558,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,14,473.9,4.139,0.195,0.1551,0.0,1.0,0.0,0.1551,0.5775,0.0,0.0,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,15,335.0,4.139,0.1127,0.2763,0.933,1.0,0.1089,0.1216,0.0427,0.0,0.9659,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,16,1283.5,4.139,0.3964,0.1459,0.0177,1.0,0.0527,0.1443,0.5628,0.0,0.1329,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,17,325.5,4.139,0.7187,0.044,0.9752,1.0,0.7097,0.0183,0.013,0.0,0.9875,0.0,0.8702,0.1075,0.4907,0.6109
1dc5ee5c61,5,forest,18,554.7,4.139,1.0,0.0229,0.4642,1.0,0.6813,0.0165,0.274,0.0,0.6813,0.0,0.8702,0.1075,0.4907,0.6109
e6f52c6400,5,forest,0,885.6,2.3457,1.0,0.2313,0.7503,1.0,0.8662,0.1272,0.1537,0.0,0.8662,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,1,399.4,2.3457,0.9096,0.2205,0.0,1.0,0.0,0.2205,0.6102,0.0,0.0,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,2,256.8,2.3457,1.0,0.1063,0.999,1.0,0.9995,0.0426,0.0005,0.0,0.9995,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,3,954.7,2.3457,1.0,0.1981,0.3477,1.0,0.5897,0.1568,0.3907,0.0,0.5897,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,4,305.2,2.3457,0.5448,0.1972,0.2837,1.0,0.2902,0.1637,0.4288,0.0,0.5326,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,5,440.5,2.3457,0.5641,0.1489,0.9708,1.0,0.5558,0.0621,0.0168,0.0,0.9853,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,6,413.6,2.3457,0.3768,0.1766,0.1111,1.0,0.1256,0.1649,0.523,0.0,0.3333,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,7,392.5,2.3457,1.0,0.1576,0.8237,1.0,0.9076,0.0797,0.102,0.0,0.9076,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,8,314.4,2.3457,0.0,0.0566,0.3131,1.0,0.0,0.0459,0.3629,0.0,0.5595,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,9,453.7,2.3457,0.0,0.1615,0.0,1.0,0.0,0.1615,0.5808,0.0,0.0,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,10,817.2,2.3457,0.7518,0.1872,0.8966,1.0,0.7119,0.0865,0.0614,0.0,0.9469,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,11,567.0,2.3457,0.5489,0.0,0.9976,1.0,0.5482,0.0,0.0012,0.0,0.9988,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,12,205.1,2.3457,0.0317,0.0,0.0,0.1852,0.0,0.0,0.5,0.0,0.0,0.4074,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,13,208.3,2.3457,0.4498,0.1367,0.8293,1.0,0.4096,0.0687,0.097,0.0,0.9106,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,14,579.6,2.3457,0.3302,0.1468,0.4366,1.0,0.2182,0.1084,0.323,0.0,0.6608,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,15,814.4,2.3457,0.6155,0.1282,0.3382,1.0,0.3579,0.1022,0.3733,0.0,0.5816,0.0,0.8702,0.0215,0.4953,0.6367
e6f52c6400,5,forest,16,366.9,2.3457,0.0,0.0,0.0,0.9158,0.0,0.0,0.5,0.0,0.0,0.0421,0.8702,0.0215,0.4953,0.6367
