map_name,circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
crohot,d433bbdd95,5,forest,17,570.8,-63.4223,0.3071,0.1316,0.0038,1.0,0.019,0.1313,0.5636,0.0,0.0618,0.0,0.8702,0.1376,0.4969,0.5676
crohot,d433bbdd95,5,forest,18,650.1,-63.4223,0.4993,0.1207,0.8513,1.0,0.4607,0.059,0.0833,0.0,0.9227,0.0,0.8702,0.1376,0.4969,0.5676
crohot,22f596ccc4,5,forest,0,365.2,22.4624,1.0,0.1139,0.9892,1.0,0.9946,0.0463,0.006,0.0,0.9946,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,1,397.0,22.4624,0.3368,0.0482,0.0946,1.0,0.1036,0.0455,0.4745,0.0,0.3075,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,2,490.4,22.4624,0.157,0.1572,0.0133,1.0,0.0181,0.156,0.5709,0.0,0.1154,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,3,662.1,22.4624,0.0175,0.1812,1.0,1.0,0.0175,0.0725,0.0,0.0,1.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,4,104.6,22.4624,0.0,0.0,0.9636,1.0,0.0,0.0,0.0182,0.0,0.9816,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,5,113.1,22.4624,0.0,0.1491,0.0402,1.0,0.0,0.1455,0.5514,0.0,0.2005,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,6,714.1,22.4624,0.3954,0.1808,0.0749,1.0,0.1082,0.1726,0.5462,0.0,0.2737,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,7,694.5,22.4624,1.0,0.1991,0.0588,1.0,0.2424,0.1921,0.5643,0.0,0.2424,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,8,400.7,22.4624,0.5433,0.143,0.0,1.0,0.0,0.143,0.5715,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,9,311.0,22.4624,1.0,0.0,0.1315,1.0,0.3626,0.0,0.4343,0.0,0.3626,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,10,1034.9,22.4624,1.0,0.0851,0.0,1.0,0.0,0.0851,0.5426,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,11,373.6,22.4624,0.7311,0.2628,0.9114,1.0,0.698,0.1191,0.0559,0.0,0.9547,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,12,691.0,22.4624,0.7533,0.1355,0.5355,1.0,0.5512,0.0919,0.2637,0.0,0.7318,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,13,385.3,22.4624,1.0,0.1232,0.0,1.0,0.0,0.1232,0.5616,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,14,209.8,22.4624,0.0,0.0,0.0,0.2216,0.0,0.0,0.5,0.0,0.0,0.3892,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,15,494.7,22.4624,0.0416,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
crohot,22f596ccc4,5,forest,16,601.8,22.4624,0.6435,0.1479,0.0,1.0,0.0,0.1479,0.5739,0.0,0.0,0.0,0.8702,0.0087,0.4918,0.5811
